	image	clusterid	Morph	BinaryType
958	TIC0369362290_morp0.559.png	3	0.559	SemiDetached
959	TIC0406336313_morp0.411.png	0	0.411	SemiDetached
960	TIC0101767283_morp0.666.png	3	0.666	SemiDetached
961	TIC0124205037_morp0.794.png	2	0.794	OverContact
962	TIC0233006806_morp0.534.png	3	0.534	SemiDetached
963	TIC0101547609_morp0.562.png	0	0.562	SemiDetached
964	TIC0170246850_morp0.203.png	1	0.203	Detached
965	TIC0165797593_morp0.405.png	3	0.405	SemiDetached
966	TIC0165725822_morp0.539.png	0	0.539	SemiDetached
967	TIC0240947891_morp0.544.png	3	0.544	SemiDetached
968	TIC0431555426_morp0.526.png	3	0.526	SemiDetached
969	TIC0139703005_morp0.737.png	2	0.737	OverContact
970	TIC0232527356_morp0.835.png	2	0.835	Ellipsoidal
971	TIC0265489698_morp0.636.png	3	0.636	SemiDetached
972	TIC0121420805_morp0.53.png	3	0.53	SemiDetached
973	TIC0306576384_morp0.253.png	1	0.253	Detached
974	TIC0396615018_morp0.542.png	3	0.542	SemiDetached
975	TIC0352077081_morp0.545.png	3	0.545	SemiDetached
976	TIC0055222619_morp0.207.png	1	0.207	Detached
977	TIC0317470793_morp0.749.png	2	0.749	OverContact
978	TIC0172742334_morp0.169.png	1	0.169	Detached
979	TIC0437297176_morp0.544.png	0	0.544	SemiDetached
980	TIC0452172479_morp0.685.png	0	0.685	SemiDetached
981	TIC0373702832_morp0.32.png	1	0.32	Detached
982	TIC0359631418_morp0.321.png	0	0.321	Detached
983	TIC0420114776_morp0.236.png	1	0.236	Detached
984	TIC0200363295_morp0.525.png	3	0.525	SemiDetached
985	TIC0178051504_morp0.554.png	3	0.554	SemiDetached
986	TIC0258314976_morp0.437.png	0	0.437	SemiDetached
987	TIC0147314529_morp0.601.png	3	0.601	SemiDetached
988	TIC0172193428_morp0.243.png	1	0.243	Detached
989	TIC0160648169_morp0.369.png	0	0.369	Detached
990	TIC0056128191_morp0.194.png	1	0.194	Detached
991	TIC0300560295_morp0.044.png	1	0.044	Detached
992	TIC0117175528_morp0.562.png	3	0.562	SemiDetached
993	TIC0209313886_morp0.338.png	1	0.338	Detached
994	TIC0399577123_morp0.91.png	2	0.91	Ellipsoidal
995	TIC0363933313_morp0.194.png	1	0.194	Detached
996	TIC2046417955_morp0.522.png	3	0.522	SemiDetached
997	TIC0034236395_morp0.526.png	3	0.526	SemiDetached
998	TIC0164458426_morp0.398.png	1	0.398	Detached
999	TIC0319558164_morp0.115.png	1	0.115	Detached
1000	TIC1957912171_morp0.463.png	3	0.463	SemiDetached
1001	TIC0038215399_morp0.418.png	3	0.418	SemiDetached
1002	TIC0396934949_morp0.757.png	2	0.757	OverContact
1003	TIC0084070123_morp0.625.png	3	0.625	SemiDetached
1004	TIC0175402069_morp0.516.png	3	0.516	SemiDetached
1005	TIC0072534221_morp0.197.png	1	0.197	Detached
1006	TIC0237234024_morp0.403.png	3	0.403	SemiDetached
1007	TIC0348021286_morp0.322.png	1	0.322	Detached
1008	TIC0312102715_morp0.8.png	2	0.8	OverContact
1009	TIC0357358259_morp0.523.png	3	0.523	SemiDetached
1010	TIC0080929740_morp0.321.png	0	0.321	Detached
1011	TIC0235000060_morp0.782.png	2	0.782	OverContact
1012	TIC0389726435_morp0.63.png	3	0.63	SemiDetached
1013	TIC0078817217_morp0.094.png	1	0.094	Detached
1014	TIC0405387285_morp0.925.png	2	0.925	Ellipsoidal
1015	TIC0317839169_morp0.329.png	0	0.329	Detached
1016	TIC0410392940_morp0.884.png	2	0.884	Ellipsoidal
1017	TIC0434106760_morp0.769.png	2	0.769	OverContact
1018	TIC0121595243_morp0.307.png	0	0.307	Detached
1019	TIC0421782795_morp0.583.png	0	0.583	SemiDetached
1020	TIC0415528958_morp0.128.png	1	0.128	Detached
1021	TIC0206537129_morp0.709.png	2	0.709	OverContact
1022	TIC0469979014_morp0.718.png	3	0.718	OverContact
1023	TIC0159510109_morp0.053.png	1	0.053	Detached
1024	TIC0220042007_morp0.588.png	3	0.588	SemiDetached
1025	TIC0409900613_morp0.183.png	1	0.183	Detached
1026	TIC0269852699_morp0.262.png	0	0.262	Detached
1027	TIC0166421485_morp0.053.png	1	0.053	Detached
1028	TIC0160328766_morp0.199.png	0	0.199	Detached
1029	TIC0287321618_morp0.058.png	1	0.058	Detached
1030	TIC0455790537_morp0.657.png	3	0.657	SemiDetached
1031	TIC0411712609_morp0.969.png	2	0.969	Ellipsoidal
1032	TIC0304101379_morp0.81.png	2	0.81	Ellipsoidal
1033	TIC0457172621_morp0.906.png	2	0.906	Ellipsoidal
1034	TIC0239291500_morp0.562.png	3	0.562	SemiDetached
1035	TIC0271013213_morp0.645.png	3	0.645	SemiDetached
1036	TIC0262614966_morp0.953.png	2	0.953	Ellipsoidal
1037	TIC0161710825_morp0.459.png	1	0.459	SemiDetached
1038	TIC0380645083_morp0.171.png	1	0.171	Detached
1039	TIC0435863262_morp0.34.png	0	0.34	Detached
1040	TIC0031850842_morp0.32.png	0	0.32	Detached
1041	TIC0063291675_morp0.188.png	1	0.188	Detached
1042	TIC0202291965_morp0.94.png	2	0.94	Ellipsoidal
1043	TIC0398673007_morp0.804.png	2	0.804	Ellipsoidal
1044	TIC0366072761_morp0.098.png	1	0.098	Detached
1045	TIC0296184440_morp0.363.png	1	0.363	Detached
1046	TIC0229810745_morp0.564.png	3	0.564	SemiDetached
1047	TIC0201256771_morp0.495.png	0	0.495	SemiDetached
1048	TIC0155884449_morp0.534.png	0	0.534	SemiDetached
1049	TIC0202134374_morp0.376.png	0	0.376	Detached
1050	TIC0259373684_morp0.03.png	1	0.03	Detached
1051	TIC0262020326_morp0.536.png	0	0.536	SemiDetached
1052	TIC0400940488_morp0.592.png	3	0.592	SemiDetached
1053	TIC0453828066_morp0.248.png	1	0.248	Detached
1054	TIC0067807856_morp0.587.png	3	0.587	SemiDetached
1055	TIC0159510983_morp0.782.png	2	0.782	OverContact
1056	TIC0408618999_morp0.322.png	0	0.322	Detached
1057	TIC0140209204_morp0.528.png	3	0.528	SemiDetached
1058	TIC0238742795_morp0.413.png	0	0.413	SemiDetached
1059	TIC0028449295_morp0.279.png	1	0.279	Detached
1060	TIC0256640207_morp0.542.png	3	0.542	SemiDetached
1061	TIC0364325969_morp0.798.png	2	0.798	OverContact
1062	TIC0439458951_morp0.969.png	2	0.969	Ellipsoidal
1063	TIC0158389967_morp0.735.png	2	0.735	OverContact
1064	TIC0347552724_morp0.765.png	2	0.765	OverContact
1065	TIC0099465976_morp0.631.png	3	0.631	SemiDetached
1066	TIC0096106862_morp0.161.png	1	0.161	Detached
1067	TIC0149030418_morp0.443.png	0	0.443	SemiDetached
1068	TIC0399423563_morp0.685.png	3	0.685	SemiDetached
1069	TIC0265274458_morp0.458.png	1	0.458	SemiDetached
1070	TIC0350622185_morp0.585.png	3	0.585	SemiDetached
1071	TIC0445074203_morp0.192.png	1	0.192	Detached
1072	TIC0033689349_morp0.401.png	0	0.401	SemiDetached
1073	TIC0310897084_morp0.541.png	0	0.541	SemiDetached
1074	TIC0233120979_morp0.206.png	1	0.206	Detached
1075	TIC0343285974_morp0.337.png	0	0.337	Detached
1076	TIC0373915220_morp0.149.png	1	0.149	Detached
1077	TIC0283677584_morp0.554.png	3	0.554	SemiDetached
1078	TIC0167697604_morp0.211.png	0	0.211	Detached
1079	TIC0303833577_morp0.784.png	2	0.784	OverContact
1080	TIC0470966839_morp0.423.png	0	0.423	SemiDetached
1081	TIC0122303843_morp0.949.png	2	0.949	Ellipsoidal
1082	TIC0155915231_morp0.717.png	2	0.717	OverContact
1083	TIC0160085375_morp0.553.png	3	0.553	SemiDetached
1084	TIC0125298121_morp0.711.png	2	0.711	OverContact
1085	TIC0279741942_morp0.091.png	1	0.091	Detached
1086	TIC0173710176_morp0.76.png	3	0.76	OverContact
1087	TIC0357372327_morp0.778.png	2	0.778	OverContact
1088	TIC0179966966_morp0.797.png	2	0.797	OverContact
1089	TIC0063818344_morp0.582.png	3	0.582	SemiDetached
1090	TIC0196920546_morp0.478.png	3	0.478	SemiDetached
1091	TIC0175405906_morp0.573.png	3	0.573	SemiDetached
1092	TIC0231833204_morp0.642.png	3	0.642	SemiDetached
1093	TIC0248410138_morp0.663.png	2	0.663	SemiDetached
1094	TIC0332202405_morp0.365.png	3	0.365	Detached
1095	TIC0406631696_morp0.424.png	0	0.424	SemiDetached
1096	TIC0303351921_morp0.713.png	3	0.713	OverContact
1097	TIC0440459327_morp0.727.png	2	0.727	OverContact
1098	TIC0350030939_morp0.585.png	3	0.585	SemiDetached
1099	TIC0445932196_morp0.669.png	3	0.669	SemiDetached
1100	TIC0380784511_morp0.375.png	0	0.375	Detached
1101	TIC0288434140_morp0.506.png	0	0.506	SemiDetached
1102	TIC0043273020_morp0.364.png	0	0.364	Detached
1103	TIC0309528896_morp0.291.png	3	0.291	Detached
1104	TIC0397100292_morp0.3.png	1	0.3	Detached
1105	TIC0293066086_morp0.848.png	3	0.848	Ellipsoidal
1106	TIC0327785134_morp0.503.png	3	0.503	SemiDetached
1107	TIC0392068173_morp0.408.png	1	0.408	SemiDetached
1108	TIC0183469904_morp0.663.png	3	0.663	SemiDetached
1109	TIC0061724376_morp0.603.png	3	0.603	SemiDetached
1110	TIC0077951245_morp0.075.png	1	0.075	Detached
1111	TIC0072782654_morp0.215.png	0	0.215	Detached
1112	TIC0147610499_morp0.75.png	2	0.75	OverContact
1113	TIC0198109209_morp0.917.png	2	0.917	Ellipsoidal
1114	TIC0032284829_morp0.692.png	2	0.692	SemiDetached
1115	TIC0409469477_morp0.681.png	3	0.681	SemiDetached
1116	TIC0300932479_morp0.266.png	0	0.266	Detached
1117	TIC0317015040_morp0.096.png	1	0.096	Detached
1118	TIC0288391801_morp0.784.png	2	0.784	OverContact
1119	TIC0146539195_morp0.736.png	2	0.736	OverContact
1120	TIC0292474331_morp0.921.png	2	0.921	Ellipsoidal
1121	TIC0116161302_morp0.572.png	3	0.572	SemiDetached
1122	TIC0391902612_morp0.524.png	3	0.524	SemiDetached
1123	TIC0257567854_morp0.342.png	1	0.342	Detached
1124	TIC0335265326_morp0.555.png	3	0.555	SemiDetached
1125	TIC0298421458_morp0.589.png	3	0.589	SemiDetached
1126	TIC0147026702_morp0.456.png	0	0.456	SemiDetached
1127	TIC0124033255_morp0.333.png	1	0.333	Detached
1128	TIC0262530873_morp0.49.png	0	0.49	SemiDetached
1129	TIC0298246821_morp0.774.png	2	0.774	OverContact
1130	TIC0231809798_morp0.408.png	3	0.408	SemiDetached
1131	TIC0092350408_morp0.252.png	1	0.252	Detached
1132	TIC0394585218_morp0.297.png	1	0.297	Detached
1133	TIC0241393039_morp0.748.png	2	0.748	OverContact
1134	TIC0341525754_morp0.61.png	3	0.61	SemiDetached
1135	TIC0154840461_morp0.745.png	0	0.745	OverContact
1136	TIC0401227592_morp0.477.png	0	0.477	SemiDetached
1137	TIC0279319810_morp0.188.png	1	0.188	Detached
1138	TIC0322390461_morp0.619.png	3	0.619	SemiDetached
1139	TIC0367106469_morp0.485.png	3	0.485	SemiDetached
1140	TIC0139188326_morp0.533.png	3	0.533	SemiDetached
1141	TIC0099982385_morp0.504.png	0	0.504	SemiDetached
1142	TIC0269077015_morp0.657.png	3	0.657	SemiDetached
1143	TIC0041536849_morp0.441.png	0	0.441	SemiDetached
1144	TIC0281341249_morp0.467.png	0	0.467	SemiDetached
1145	TIC0377611329_morp0.635.png	3	0.635	SemiDetached
1146	TIC0392909786_morp0.632.png	3	0.632	SemiDetached
1147	TIC0167005326_morp0.689.png	3	0.689	SemiDetached
1148	TIC0413248763_morp0.288.png	0	0.288	Detached
1149	TIC0151267228_morp0.297.png	0	0.297	Detached
1150	TIC0345835653_morp0.397.png	0	0.397	Detached
1151	TIC0139452314_morp0.785.png	2	0.785	OverContact
1152	TIC0219807735_morp0.673.png	0	0.673	SemiDetached
1153	TIC0289370888_morp0.703.png	2	0.703	OverContact
1154	TIC0239022536_morp0.476.png	3	0.476	SemiDetached
1155	TIC0294197236_morp0.607.png	3	0.607	SemiDetached
1156	TIC0338071673_morp0.574.png	3	0.574	SemiDetached
1157	TIC0233576872_morp0.619.png	3	0.619	SemiDetached
1158	TIC0306059878_morp0.197.png	0	0.197	Detached
1159	TIC0233205987_morp0.868.png	2	0.868	Ellipsoidal
1160	TIC0370085638_morp0.248.png	0	0.248	Detached
1161	TIC0083222019_morp0.281.png	1	0.281	Detached
1162	TIC0168384614_morp0.633.png	3	0.633	SemiDetached
1163	TIC0179368346_morp0.731.png	2	0.731	OverContact
1164	TIC0161287859_morp0.752.png	2	0.752	OverContact
1165	TIC0271596290_morp0.576.png	3	0.576	SemiDetached
1166	TIC0384534266_morp0.937.png	2	0.937	Ellipsoidal
1167	TIC0084342725_morp0.634.png	3	0.634	SemiDetached
1168	TIC0274129522_morp0.134.png	1	0.134	Detached
1169	TIC0421285598_morp0.326.png	0	0.326	Detached
1170	TIC0138639253_morp0.072.png	1	0.072	Detached
1171	TIC0290032774_morp0.673.png	2	0.673	SemiDetached
1172	TIC0416947584_morp0.622.png	3	0.622	SemiDetached
1173	TIC0349294422_morp0.977.png	2	0.977	Ellipsoidal
1174	TIC0346783960_morp0.514.png	3	0.514	SemiDetached
1175	TIC0326630342_morp0.672.png	2	0.672	SemiDetached
1176	TIC0279081935_morp0.378.png	1	0.378	Detached
1177	TIC0468293391_morp0.77.png	2	0.77	OverContact
1178	TIC0080650858_morp0.517.png	3	0.517	SemiDetached
1179	TIC0270341486_morp0.48.png	0	0.48	SemiDetached
1180	TIC0178284729_morp0.201.png	1	0.201	Detached
1181	TIC0319936228_morp0.321.png	1	0.321	Detached
1182	TIC0048063032_morp0.69.png	2	0.69	SemiDetached
1183	TIC0102841799_morp0.495.png	0	0.495	SemiDetached
1184	TIC0318512022_morp0.291.png	1	0.291	Detached
1185	TIC0167719897_morp0.941.png	2	0.941	Ellipsoidal
1186	TIC0431124333_morp0.496.png	0	0.496	SemiDetached
1187	TIC0199010369_morp0.26.png	1	0.26	Detached
1188	TIC0234290005_morp0.338.png	0	0.338	Detached
1189	TIC0441641972_morp0.168.png	0	0.168	Detached
1190	TIC0064366964_morp0.638.png	3	0.638	SemiDetached
1191	TIC0177631209_morp0.36.png	0	0.36	Detached
1192	TIC0207693951_morp0.53.png	0	0.53	SemiDetached
1193	TIC0309402205_morp0.709.png	2	0.709	OverContact
1194	TIC0344376832_morp0.582.png	3	0.582	SemiDetached
1195	TIC0358908226_morp0.32.png	0	0.32	Detached
1196	TIC0219771660_morp0.15.png	1	0.15	Detached
1197	TIC0077139245_morp0.521.png	3	0.521	SemiDetached
1198	TIC0254258206_morp0.511.png	3	0.511	SemiDetached
1199	TIC0272846131_morp0.785.png	2	0.785	OverContact
1200	TIC0424508303_morp0.527.png	3	0.527	SemiDetached
1201	TIC0130876312_morp0.397.png	0	0.397	Detached
1202	TIC0266220739_morp0.202.png	1	0.202	Detached
1203	TIC0295885511_morp0.475.png	0	0.475	SemiDetached
1204	TIC0322129367_morp0.552.png	3	0.552	SemiDetached
1205	TIC0340135575_morp0.841.png	2	0.841	Ellipsoidal
1206	TIC0319011894_morp0.334.png	1	0.334	Detached
1207	TIC0159854358_morp0.731.png	2	0.731	OverContact
1208	TIC0382312052_morp0.475.png	0	0.475	SemiDetached
1209	TIC0295802147_morp0.488.png	3	0.488	SemiDetached
1210	TIC0173756330_morp0.535.png	0	0.535	SemiDetached
1211	TIC0158431889_morp0.663.png	3	0.663	SemiDetached
1212	TIC0065200579_morp0.543.png	0	0.543	SemiDetached
1213	TIC0213046690_morp0.744.png	2	0.744	OverContact
1214	TIC0467722869_morp0.221.png	0	0.221	Detached
1215	TIC0316450573_morp0.353.png	3	0.353	Detached
1216	TIC0390651552_morp0.42.png	0	0.42	SemiDetached
1217	TIC0272369124_morp0.08.png	1	0.08	Detached
1218	TIC0053997651_morp0.159.png	1	0.159	Detached
1219	TIC0206462116_morp0.444.png	3	0.444	SemiDetached
1220	TIC0264537668_morp0.253.png	1	0.253	Detached
1221	TIC0025226885_morp0.52.png	3	0.52	SemiDetached
1222	TIC0272074664_morp0.223.png	1	0.223	Detached
1223	TIC0078151317_morp0.521.png	3	0.521	SemiDetached
1224	TIC0278988794_morp0.173.png	1	0.173	Detached
1225	TIC0233681149_morp0.189.png	1	0.189	Detached
1226	TIC0122891349_morp0.832.png	2	0.832	Ellipsoidal
1227	TIC0069889494_morp0.666.png	2	0.666	SemiDetached
1228	TIC0277566482_morp0.23.png	0	0.23	Detached
1229	TIC0122104276_morp0.442.png	1	0.442	SemiDetached
1230	TIC0451211626_morp0.277.png	1	0.277	Detached
1231	TIC0067719432_morp0.522.png	3	0.522	SemiDetached
1232	TIC0269609504_morp0.592.png	3	0.592	SemiDetached
1233	TIC0396339551_morp0.731.png	3	0.731	OverContact
1234	TIC0420574964_morp0.024.png	1	0.024	Detached
1235	TIC0047175622_morp0.412.png	0	0.412	SemiDetached
1236	TIC0315002523_morp0.496.png	1	0.496	SemiDetached
1237	TIC0420448703_morp0.436.png	0	0.436	SemiDetached
1238	TIC0158150633_morp0.276.png	0	0.276	Detached
1239	TIC0387178621_morp0.545.png	3	0.545	SemiDetached
1240	TIC0138476641_morp0.633.png	3	0.633	SemiDetached
1241	TIC0288471108_morp0.421.png	0	0.421	SemiDetached
1242	TIC0120362128_morp0.567.png	3	0.567	SemiDetached
1243	TIC0455509774_morp0.618.png	3	0.618	SemiDetached
1244	TIC0309627556_morp0.366.png	1	0.366	Detached
1245	TIC0066786762_morp0.246.png	1	0.246	Detached
1246	TIC0428257299_morp0.79.png	2	0.79	OverContact
1247	TIC0167722431_morp0.689.png	2	0.689	SemiDetached
1248	TIC0388431711_morp0.264.png	0	0.264	Detached
1249	TIC0238196979_morp0.313.png	0	0.313	Detached
1250	TIC0365663227_morp0.476.png	2	0.476	SemiDetached
1251	TIC0186514178_morp0.221.png	1	0.221	Detached
1252	TIC0356150515_morp0.771.png	2	0.771	OverContact
1253	TIC0469863969_morp0.502.png	0	0.502	SemiDetached
1254	TIC0406947878_morp0.626.png	3	0.626	SemiDetached
1255	TIC0379631121_morp0.087.png	1	0.087	Detached
1256	TIC0085600400_morp0.603.png	3	0.603	SemiDetached
1257	TIC0092594505_morp0.06.png	0	0.06	Detached
1258	TIC0174266604_morp0.362.png	3	0.362	Detached
1259	TIC0137503140_morp0.319.png	3	0.319	Detached
1260	TIC0157273362_morp0.344.png	0	0.344	Detached
1261	TIC0140132301_morp0.977.png	2	0.977	Ellipsoidal
1262	TIC0115920747_morp0.188.png	1	0.188	Detached
1263	TIC0160228595_morp0.459.png	3	0.459	SemiDetached
1264	TIC0166074503_morp0.708.png	3	0.708	OverContact
1265	TIC0301741204_morp0.433.png	1	0.433	SemiDetached
1266	TIC0311188656_morp0.293.png	1	0.293	Detached
1267	TIC0364120439_morp0.2.png	1	0.2	Detached
1268	TIC0127955334_morp0.39.png	1	0.39	Detached
1269	TIC0143022688_morp0.325.png	3	0.325	Detached
1270	TIC1992266045_morp0.391.png	1	0.391	Detached
1271	TIC0198011271_morp0.429.png	0	0.429	SemiDetached
1272	TIC0259675295_morp0.648.png	3	0.648	SemiDetached
1273	TIC0316317026_morp0.236.png	1	0.236	Detached
1274	TIC0050528312_morp0.169.png	0	0.169	Detached
1275	TIC0388086679_morp0.298.png	0	0.298	Detached
1276	TIC0171970567_morp0.307.png	1	0.307	Detached
1277	TIC0324596129_morp0.603.png	3	0.603	SemiDetached
1278	TIC0164674435_morp1.003.png	2	1.003	Ellipsoidal
1279	TIC0219338651_morp0.588.png	3	0.588	SemiDetached
1280	TIC0040288117_morp0.669.png	3	0.669	SemiDetached
1281	TIC0352915304_morp0.318.png	0	0.318	Detached
1282	TIC0329770815_morp0.399.png	0	0.399	Detached
1283	TIC0306107122_morp0.389.png	0	0.389	Detached
1284	TIC0150282779_morp0.588.png	0	0.588	SemiDetached
1285	TIC0192826603_morp0.219.png	1	0.219	Detached
1286	TIC0077209028_morp0.538.png	3	0.538	SemiDetached
1287	TIC0055404385_morp0.324.png	0	0.324	Detached
1288	TIC0138256675_morp0.709.png	2	0.709	OverContact
1289	TIC0427041696_morp0.473.png	0	0.473	SemiDetached
1290	TIC0161563111_morp0.701.png	2	0.701	OverContact
1291	TIC0123416563_morp0.642.png	3	0.642	SemiDetached
1292	TIC0033576348_morp0.665.png	2	0.665	SemiDetached
1293	TIC0216190934_morp0.567.png	0	0.567	SemiDetached
1294	TIC0142979644_morp0.11.png	1	0.11	Detached
1295	TIC0176874060_morp0.314.png	0	0.314	Detached
1296	TIC0148274098_morp0.636.png	3	0.636	SemiDetached
1297	TIC0193538686_morp0.711.png	2	0.711	OverContact
1298	TIC0252949892_morp0.482.png	3	0.482	SemiDetached
1299	TIC0423279462_morp0.37.png	0	0.37	Detached
1300	TIC0165626871_morp0.117.png	0	0.117	Detached
1301	TIC0237915523_morp0.797.png	2	0.797	OverContact
1302	TIC0358457398_morp0.586.png	3	0.586	SemiDetached
1303	TIC0270421262_morp0.316.png	1	0.316	Detached
1304	TIC0204497617_morp0.496.png	3	0.496	SemiDetached
1305	TIC0164677806_morp0.71.png	3	0.71	OverContact
1306	TIC0259543079_morp0.01.png	1	0.01	Detached
1307	TIC0219967673_morp0.827.png	0	0.827	Ellipsoidal
1308	TIC0394272819_morp0.891.png	2	0.891	Ellipsoidal
1309	TIC0092132775_morp0.112.png	1	0.112	Detached
1310	TIC0222173967_morp0.384.png	1	0.384	Detached
1311	TIC0219900027_morp0.684.png	2	0.684	SemiDetached
1312	TIC0030313682_morp0.422.png	0	0.422	SemiDetached
1313	TIC0147406559_morp0.072.png	1	0.072	Detached
1314	TIC0122707747_morp0.262.png	0	0.262	Detached
1315	TIC0139468902_morp0.741.png	3	0.741	OverContact
1316	TIC0181341926_morp0.585.png	3	0.585	SemiDetached
1317	TIC0410154584_morp0.313.png	1	0.313	Detached
1318	TIC0126945917_morp0.597.png	3	0.597	SemiDetached
1319	TIC0359552377_morp0.554.png	3	0.554	SemiDetached
1320	TIC0107012110_morp0.349.png	1	0.349	Detached
1321	TIC0352718668_morp0.59.png	0	0.59	SemiDetached
1322	TIC0125958765_morp1.025.png	2	1.025	Ellipsoidal
1323	TIC0436592342_morp0.418.png	0	0.418	SemiDetached
1324	TIC0199549116_morp0.376.png	0	0.376	Detached
1325	TIC0139700621_morp0.763.png	2	0.763	OverContact
1326	TIC0455178154_morp0.459.png	0	0.459	SemiDetached
1327	TIC0320913313_morp0.251.png	1	0.251	Detached
1328	TIC0294784522_morp0.848.png	2	0.848	Ellipsoidal
1329	TIC0260353841_morp0.635.png	3	0.635	SemiDetached
1330	TIC0077703308_morp0.526.png	3	0.526	SemiDetached
1331	TIC0102643159_morp0.559.png	0	0.559	SemiDetached
1332	TIC0169316288_morp0.654.png	3	0.654	SemiDetached
1333	TIC0407824089_morp0.077.png	1	0.077	Detached
1334	TIC0237130278_morp0.856.png	2	0.856	Ellipsoidal
1335	TIC0177175199_morp0.491.png	0	0.491	SemiDetached
1336	TIC0388128308_morp0.41.png	0	0.41	SemiDetached
1337	TIC0267990226_morp0.917.png	2	0.917	Ellipsoidal
1338	TIC0441794509_morp0.442.png	0	0.442	SemiDetached
1339	TIC0040378419_morp0.53.png	3	0.53	SemiDetached
1340	TIC0031796120_morp0.517.png	3	0.517	SemiDetached
1341	TIC0356974639_morp0.248.png	1	0.248	Detached
1342	TIC0219843981_morp0.728.png	2	0.728	OverContact
1343	TIC0158794976_morp0.705.png	3	0.705	OverContact
1344	TIC0202295392_morp0.477.png	3	0.477	SemiDetached
1345	TIC0139701741_morp0.549.png	3	0.549	SemiDetached
1346	TIC0317411334_morp0.333.png	0	0.333	Detached
1347	TIC0368452480_morp0.583.png	3	0.583	SemiDetached
1348	TIC0440676745_morp0.129.png	1	0.129	Detached
1349	TIC0219362976_morp0.02.png	1	0.02	Detached
1350	TIC0138893145_morp0.591.png	3	0.591	SemiDetached
1351	TIC0311062274_morp0.21.png	1	0.21	Detached
1352	TIC0386166904_morp0.189.png	1	0.189	Detached
1353	TIC0389476160_morp0.49.png	3	0.49	SemiDetached
1354	TIC0355792204_morp0.622.png	3	0.622	SemiDetached
1355	TIC0258773798_morp0.849.png	2	0.849	Ellipsoidal
1356	TIC0204325855_morp0.757.png	2	0.757	OverContact
1357	TIC0428767557_morp0.459.png	0	0.459	SemiDetached
1358	TIC0311103813_morp0.681.png	2	0.681	SemiDetached
1359	TIC0388245308_morp0.733.png	2	0.733	OverContact
1360	TIC0182776916_morp0.737.png	3	0.737	OverContact
1361	TIC0047762157_morp0.674.png	3	0.674	SemiDetached
1362	TIC0359497418_morp0.216.png	1	0.216	Detached
1363	TIC0164883253_morp0.785.png	2	0.785	OverContact
1364	TIC0048507019_morp0.297.png	1	0.297	Detached
1365	TIC0022937402_morp0.484.png	0	0.484	SemiDetached
1366	TIC0033665328_morp0.442.png	3	0.442	SemiDetached
1367	TIC0412063998_morp0.763.png	2	0.763	OverContact
1368	TIC0024194061_morp0.561.png	3	0.561	SemiDetached
1369	TIC0407165509_morp0.529.png	3	0.529	SemiDetached
1370	TIC0249943198_morp0.814.png	2	0.814	Ellipsoidal
1371	TIC0367683204_morp0.726.png	2	0.726	OverContact
1372	TIC0272324340_morp0.885.png	2	0.885	Ellipsoidal
1373	TIC0199688409_morp0.627.png	3	0.627	SemiDetached
1374	TIC0196433833_morp0.075.png	1	0.075	Detached
1375	TIC0138951779_morp0.409.png	1	0.409	SemiDetached
1376	TIC0407584737_morp0.194.png	0	0.194	Detached
1377	TIC0436243444_morp0.401.png	0	0.401	SemiDetached
1378	TIC0353894978_morp0.43.png	0	0.43	SemiDetached
1379	TIC0469924870_morp0.894.png	2	0.894	Ellipsoidal
1380	TIC0262605041_morp0.211.png	1	0.211	Detached
1381	TIC0043648757_morp0.434.png	1	0.434	SemiDetached
1382	TIC0229808144_morp0.12.png	1	0.12	Detached
1383	TIC0039903672_morp0.228.png	1	0.228	Detached
1384	TIC0253781040_morp0.944.png	2	0.944	Ellipsoidal
1385	TIC0369988687_morp0.34.png	1	0.34	Detached
1386	TIC0326242641_morp0.813.png	2	0.813	Ellipsoidal
1387	TIC0220521199_morp0.645.png	3	0.645	SemiDetached
1388	TIC0077437462_morp0.453.png	0	0.453	SemiDetached
1389	TIC0167123437_morp0.518.png	3	0.518	SemiDetached
1390	TIC0233546272_morp0.59.png	3	0.59	SemiDetached
1391	TIC0304458680_morp0.796.png	2	0.796	OverContact
1392	TIC0058540876_morp0.58.png	2	0.58	SemiDetached
1393	TIC0063941711_morp0.309.png	0	0.309	Detached
1394	TIC0121048789_morp0.393.png	0	0.393	Detached
1395	TIC0350025490_morp0.502.png	0	0.502	SemiDetached
1396	TIC0181043970_morp0.579.png	3	0.579	SemiDetached
1397	TIC0270616815_morp0.546.png	3	0.546	SemiDetached
1398	TIC0363326796_morp0.16.png	1	0.16	Detached
1399	TIC0298498697_morp0.808.png	2	0.808	Ellipsoidal
1400	TIC0268686000_morp0.793.png	2	0.793	OverContact
1401	TIC0193537392_morp0.537.png	3	0.537	SemiDetached
1402	TIC0146761368_morp0.628.png	3	0.628	SemiDetached
1403	TIC0380298140_morp0.645.png	3	0.645	SemiDetached
1404	TIC0060284401_morp0.423.png	0	0.423	SemiDetached
1405	TIC0305386053_morp0.552.png	3	0.552	SemiDetached
1406	TIC0280667311_morp0.935.png	2	0.935	Ellipsoidal
1407	TIC0189084771_morp0.34.png	0	0.34	Detached
1408	TIC0162585265_morp0.593.png	3	0.593	SemiDetached
1409	TIC0165991532_morp0.064.png	1	0.064	Detached
1410	TIC0337370789_morp0.561.png	0	0.561	SemiDetached
